City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
228,Bilma,NE,2020-09-27 00:37:36,18.69,12.92,83.61,15,49,0.31,scattered clouds
229,Gogrial,SS,2020-09-27 00:37:36,8.53,28.1,72.81,89,98,2.73,light rain
230,Harper,LR,2020-09-27 00:37:36,4.38,-7.72,75.96,89,70,7.85,light rain
231,Nanortalik,GL,2020-09-27 00:37:36,60.14,-45.24,37.94,83,0,12.84,clear sky
232,Katsuura,JP,2020-09-27 00:36:07,35.13,140.3,69.01,84,100,11.77,light rain
233,Imbituba,BR,2020-09-27 00:37:37,-28.24,-48.67,69.8,88,40,5.82,scattered clouds
234,Krasnaya Gora,RU,2020-09-27 00:37:37,53.0,31.6,64.4,55,0,13.42,clear sky
235,Kantang,TH,2020-09-27 00:33:00,7.41,99.52,77.0,94,20,5.73,few clouds
236,Borisoglebsk,RU,2020-09-27 00:37:37,51.37,42.08,50.49,48,0,11.65,clear sky
237,Port Elizabeth,ZA,2020-09-27 00:33:30,-33.92,25.57,50.0,76,40,6.93,scattered clouds
238,Rosetta,EG,2020-09-27 00:37:37,31.4,30.42,77.0,73,0,4.7,clear sky
239,Boa Vista,BR,2020-09-27 00:35:14,2.82,-60.67,87.8,52,20,3.36,few clouds
240,Marzuq,YE,2020-09-27 00:37:38,14.4,46.47,76.59,52,0,1.68,clear sky
241,Ahipara,NZ,2020-09-27 00:34:25,-35.17,173.17,62.89,65,0,15.21,clear sky
242,Rapid Valley,US,2020-09-27 00:37:38,44.06,-103.15,64.4,31,20,11.41,few clouds
243,Sao Joao Da Barra,BR,2020-09-27 00:33:30,-21.64,-41.05,73.94,86,0,19.62,clear sky
244,Singaraja,ID,2020-09-27 00:37:38,-8.11,115.09,84.76,53,69,2.33,broken clouds
245,Axim,GH,2020-09-27 00:37:39,4.87,-2.24,74.68,92,83,8.05,broken clouds
246,Tromso,NO,2020-09-27 00:37:39,69.65,18.96,37.4,86,40,11.41,scattered clouds
247,Sile,TR,2020-09-27 00:37:39,41.18,29.61,75.99,57,41,7.0,scattered clouds
248,Gushikawa,JP,2020-09-27 00:37:39,26.35,127.87,71.6,88,90,3.36,light intensity drizzle
249,Trogir,HR,2020-09-27 00:37:40,43.51,16.25,53.6,71,100,8.05,overcast clouds
250,Fortuna,US,2020-09-27 00:33:10,40.6,-124.16,70.0,77,40,12.75,scattered clouds
251,Adeje,ES,2020-09-27 00:37:40,28.12,-16.73,75.0,78,20,12.75,few clouds
252,Bidar,IN,2020-09-27 00:37:40,17.9,77.55,71.22,93,100,4.81,overcast clouds
253,Lagos,NG,2020-09-27 00:34:28,6.58,3.75,75.25,90,100,7.4,moderate rain
254,Murray Bridge,AU,2020-09-27 00:37:40,-35.12,139.27,53.01,75,5,2.08,clear sky
255,Lebu,CL,2020-09-27 00:37:41,-37.62,-73.65,49.1,89,31,8.81,scattered clouds
256,Kawalu,ID,2020-09-27 00:37:41,-7.38,108.21,77.05,77,100,2.71,overcast clouds
257,Slobodskoy,RU,2020-09-27 00:37:41,58.73,50.18,44.55,94,0,3.38,clear sky
258,Pervomayskiy,RU,2020-09-27 00:37:41,53.25,40.29,52.41,45,10,12.77,clear sky
259,North Bend,US,2020-09-27 00:37:42,43.41,-124.22,68.0,88,20,10.29,few clouds
260,Elizabeth City,US,2020-09-27 00:37:42,36.29,-76.25,73.4,100,20,5.82,few clouds
261,Taksimo,RU,2020-09-27 00:37:42,56.34,114.88,42.6,80,100,5.66,light rain
262,Chapleau,CA,2020-09-27 00:37:42,47.84,-83.4,62.6,93,90,6.93,light rain
263,Melito Di Porto Salvo,IT,2020-09-27 00:37:42,37.92,15.77,69.01,82,75,2.24,broken clouds
264,Half Moon Bay,US,2020-09-27 00:33:40,37.46,-122.43,80.6,72,1,16.11,haze
265,North Platte,US,2020-09-27 00:37:43,41.12,-100.77,75.2,27,20,18.34,few clouds
266,Alghero,IT,2020-09-27 00:33:27,40.56,8.32,60.8,93,20,3.36,few clouds
267,Broome,US,2020-09-27 00:37:43,42.25,-75.83,64.99,100,90,5.82,overcast clouds
268,Airai,TL,2020-09-27 00:34:02,-8.93,125.41,75.43,42,93,5.21,overcast clouds
269,Ushumun,RU,2020-09-27 00:37:43,52.78,126.53,55.51,95,100,10.49,heavy intensity rain
270,Abnub,EG,2020-09-27 00:37:43,27.27,31.15,75.2,50,5,9.17,clear sky
271,Lodwar,KE,2020-09-27 00:37:44,3.12,35.6,81.46,47,2,12.5,clear sky
272,Aksu,CN,2020-09-27 00:37:44,41.12,80.26,60.44,33,100,13.94,overcast clouds
273,Verkhnevilyuysk,RU,2020-09-27 00:37:44,63.45,120.32,45.12,75,8,7.09,clear sky
274,Simbahan,PH,2020-09-27 00:37:44,6.3,120.58,83.97,74,89,8.03,overcast clouds
275,Abu Samrah,SY,2020-09-27 00:37:44,35.3,37.18,64.54,84,0,5.93,clear sky
276,Okhotsk,RU,2020-09-27 00:37:45,59.38,143.3,51.71,80,100,11.63,overcast clouds
277,Naze,JP,2020-09-27 00:37:45,28.37,129.48,80.6,69,75,14.99,broken clouds
278,Ocala,US,2020-09-27 00:35:36,29.19,-82.14,84.2,70,1,2.08,clear sky
279,Sigli,ID,2020-09-27 00:37:45,5.38,95.96,79.97,70,93,3.98,overcast clouds
280,Kirksville,US,2020-09-27 00:37:45,40.19,-92.58,79.0,54,1,10.29,clear sky
281,Zeya,RU,2020-09-27 00:33:04,53.75,127.27,55.54,91,100,15.77,heavy intensity rain
282,Anzio,IT,2020-09-27 00:37:46,41.49,12.62,55.99,87,40,4.7,scattered clouds
283,Talnakh,RU,2020-09-27 00:33:27,69.49,88.4,42.8,93,75,24.61,light rain
284,Shahr-E Babak,IR,2020-09-27 00:37:46,30.12,55.12,57.33,30,0,7.05,clear sky
285,Ambon,ID,2020-09-27 00:37:46,-3.7,128.18,84.2,74,40,3.36,scattered clouds
286,Lieksa,FI,2020-09-27 00:37:46,63.32,30.02,52.59,87,51,4.09,broken clouds
287,Staryy Nadym,RU,2020-09-27 00:37:46,65.61,72.68,47.7,92,90,8.37,overcast clouds
288,Kulhudhuffushi,MV,2020-09-27 00:37:47,6.62,73.07,81.32,80,58,9.89,broken clouds
289,Iqaluit,CA,2020-09-27 00:37:47,63.75,-68.51,28.4,79,90,9.17,overcast clouds
290,Rawson,AR,2020-09-27 00:37:47,-43.3,-65.1,51.01,62,0,4.43,clear sky
291,Pacora,PA,2020-09-27 00:37:47,9.08,-79.28,78.8,94,75,3.36,broken clouds
292,Burgeo,CA,2020-09-27 00:37:47,47.62,-57.62,52.93,82,100,7.27,overcast clouds
293,Graaff-Reinet,ZA,2020-09-27 00:37:48,-32.25,24.53,37.99,65,44,2.77,scattered clouds
294,Hambantota,LK,2020-09-27 00:37:48,6.12,81.12,75.2,100,20,4.7,few clouds
295,Impfondo,CG,2020-09-27 00:37:48,1.64,18.07,71.24,91,100,1.68,overcast clouds
296,Foz,ES,2020-09-27 00:37:48,43.57,-7.25,62.01,1,93,7.45,overcast clouds
297,Gat,IL,2020-09-27 00:37:48,31.61,34.76,75.99,74,0,6.73,clear sky
298,Aranjuez,ES,2020-09-27 00:37:49,40.03,-3.6,62.01,67,2,13.87,clear sky
299,Aconibe,GQ,2020-09-27 00:37:49,1.3,10.94,67.05,97,100,3.15,overcast clouds
300,Borovoy,RU,2020-09-27 00:37:49,55.43,86.08,33.8,92,74,6.71,broken clouds
301,Poum,NC,2020-09-27 00:34:37,-20.23,164.02,75.25,85,7,6.38,clear sky
302,Isoka,ZM,2020-09-27 00:37:49,-10.16,32.63,62.55,53,0,2.55,clear sky
303,Ust-Kuyga,RU,2020-09-27 00:37:49,70.02,135.6,44.91,56,95,5.84,overcast clouds
304,Gamba,GA,2020-09-27 00:37:50,-2.65,10.0,74.28,81,74,8.59,broken clouds
305,Hanting,CN,2020-09-27 00:37:50,36.77,119.21,71.33,62,0,3.51,clear sky
306,Udachnyy,RU,2020-09-27 00:37:50,66.42,112.4,30.2,100,90,8.95,fog
307,La Ronge,CA,2020-09-27 00:37:50,55.1,-105.28,55.4,62,40,13.87,scattered clouds
308,Najran,SA,2020-09-27 00:37:50,17.49,44.13,69.8,30,0,4.7,clear sky
309,Bathsheba,BB,2020-09-27 00:37:51,13.22,-59.52,82.4,78,20,10.29,few clouds
310,Nome,US,2020-09-27 00:34:25,64.5,-165.41,42.01,44,20,3.36,few clouds
311,Beringovskiy,RU,2020-09-27 00:37:51,63.05,179.32,37.38,74,23,16.67,few clouds
312,Media Luna,CU,2020-09-27 00:37:51,20.14,-77.44,82.15,77,34,8.08,light rain
313,Atar,MR,2020-09-27 00:34:45,20.52,-13.05,94.08,20,0,13.27,clear sky
314,Baglung,NP,2020-09-27 00:37:51,28.27,83.59,63.55,64,0,5.26,clear sky
315,Dasoguz,TM,2020-09-27 00:37:52,41.84,59.97,46.4,49,89,11.41,overcast clouds
316,Geraldton,AU,2020-09-27 00:37:52,-28.77,114.6,62.6,82,90,6.93,overcast clouds
317,Aklavik,CA,2020-09-27 00:37:52,68.22,-135.01,33.8,75,90,10.29,light snow
318,Belogorsk,RU,2020-09-27 00:37:52,50.92,128.46,58.23,80,100,19.86,overcast clouds
319,Orlandia,BR,2020-09-27 00:37:52,-20.72,-47.89,80.6,32,0,5.39,clear sky
320,Los Llanos De Aridane,ES,2020-09-27 00:37:53,28.66,-17.92,75.2,73,20,14.99,few clouds
321,Manado,ID,2020-09-27 00:37:53,1.49,124.85,82.4,74,20,1.12,few clouds
322,Katangli,RU,2020-09-27 00:37:53,51.71,143.23,53.2,76,100,15.41,overcast clouds
323,Saint-Pierre,RE,2020-09-27 00:37:53,-21.34,55.48,68.0,60,0,8.05,clear sky
324,Linfen,CN,2020-09-27 00:37:53,36.09,111.52,68.97,58,14,4.18,few clouds
325,Uthal,PK,2020-09-27 00:35:01,25.81,66.62,80.02,75,1,4.56,clear sky
326,Kinablangan,PH,2020-09-27 00:37:54,7.69,126.55,84.47,64,76,2.8,broken clouds
327,Margate,GB,2020-09-27 00:37:54,51.38,1.39,52.0,88,100,8.01,overcast clouds
328,Boqueirao,BR,2020-09-27 00:37:54,-7.5,-36.13,69.8,88,100,10.29,overcast clouds
329,Maceio,BR,2020-09-27 00:37:54,-9.67,-35.74,75.2,83,75,3.36,broken clouds
330,Nyimba,ZM,2020-09-27 00:37:54,-14.56,30.81,69.96,29,0,3.04,clear sky
331,Tiznit,MA,2020-09-27 00:37:55,29.58,-9.5,65.98,71,36,6.04,scattered clouds
332,Talaya,RU,2020-09-27 00:37:55,61.38,152.75,50.77,44,0,6.24,clear sky
333,Kavaratti,IN,2020-09-27 00:37:55,10.57,72.64,81.37,80,100,8.37,overcast clouds
334,Lokosovo,RU,2020-09-27 00:37:55,61.13,74.82,40.51,98,46,5.48,scattered clouds
335,Shimoda,JP,2020-09-27 00:37:55,34.67,138.95,69.8,83,75,11.41,light rain
336,Ovalle,CL,2020-09-27 00:37:56,-30.6,-71.2,51.44,63,0,1.59,clear sky
337,Muisne,EC,2020-09-27 00:37:56,0.6,-80.03,80.6,83,75,5.82,broken clouds
338,Raudeberg,NO,2020-09-27 00:34:48,61.99,5.14,48.99,81,0,11.27,clear sky
339,Teeli,RU,2020-09-27 00:37:56,51.03,90.23,35.8,75,0,1.19,clear sky
340,Comodoro Rivadavia,AR,2020-09-27 00:33:03,-45.87,-67.5,62.6,29,0,9.17,clear sky
341,Oranjemund,NA,2020-09-27 00:37:56,-28.55,16.43,52.63,71,0,7.67,clear sky
342,Turbat,PK,2020-09-27 00:37:56,26.0,63.04,75.11,32,0,2.01,clear sky
343,Coahuayana,MX,2020-09-27 00:33:27,18.73,-103.68,77.0,83,75,2.06,broken clouds
344,Kourou,GF,2020-09-27 00:37:57,5.16,-52.65,80.6,83,0,2.24,clear sky
345,Portland,US,2020-09-27 00:33:23,45.52,-122.68,70.0,52,40,9.17,scattered clouds
346,Dingle,PH,2020-09-27 00:37:57,11.0,122.67,84.22,75,0,1.23,clear sky
347,Brandon,US,2020-09-27 00:37:57,27.94,-82.29,86.0,69,75,5.1,broken clouds
348,Keelung,TW,2020-09-27 00:37:57,25.13,121.74,70.0,100,90,9.17,moderate rain
349,Sistranda,NO,2020-09-27 00:37:58,63.73,8.83,46.4,75,75,4.7,broken clouds
350,Kindu,CD,2020-09-27 00:37:58,-2.95,25.95,70.83,88,98,0.96,overcast clouds
351,Seymchan,RU,2020-09-27 00:37:58,62.88,152.43,50.23,46,0,8.46,clear sky
352,Blue Springs,US,2020-09-27 00:33:47,39.02,-94.28,82.4,48,1,12.75,clear sky
353,San Juan De Abajo,MX,2020-09-27 00:37:58,20.82,-105.18,86.0,74,90,5.82,overcast clouds
354,Korla,CN,2020-09-27 00:37:58,41.76,86.15,56.62,36,80,18.81,broken clouds
355,Burnie,AU,2020-09-27 00:37:59,-41.07,145.92,50.0,53,4,18.01,clear sky
356,Namatanai,PG,2020-09-27 00:33:39,-3.67,152.43,86.04,68,4,6.89,light rain
357,Carlsbad,US,2020-09-27 00:37:59,33.16,-117.35,75.99,73,1,9.17,clear sky
358,Yar-Sale,RU,2020-09-27 00:37:59,66.83,70.83,43.56,93,77,5.5,broken clouds
359,Pascagoula,US,2020-09-27 00:37:03,30.37,-88.56,80.6,83,75,5.82,broken clouds
360,Ayagoz,KZ,2020-09-27 00:37:59,47.97,80.44,37.78,87,33,12.08,scattered clouds
361,Turukhansk,RU,2020-09-27 00:38:00,65.82,87.98,41.61,88,100,11.48,overcast clouds
362,Kumano,JP,2020-09-27 00:38:00,34.34,132.59,75.2,64,40,11.41,scattered clouds
363,Worthington,US,2020-09-27 00:38:00,40.09,-83.02,73.99,64,1,8.05,clear sky
364,Tautira,PF,2020-09-27 00:38:00,-17.73,-149.15,86.0,62,20,6.93,few clouds
365,Camopi,GF,2020-09-27 00:38:00,3.17,-52.32,75.16,90,56,4.12,broken clouds
366,Santa Isabel Do Rio Negro,BR,2020-09-27 00:38:01,-0.41,-65.02,74.14,95,76,2.1,broken clouds
367,Akyab,MM,2020-09-27 00:38:01,20.15,92.9,80.56,86,100,8.03,overcast clouds
368,Durban,ZA,2020-09-27 00:38:01,-29.86,31.03,57.99,93,90,4.7,overcast clouds
369,Qeshm,IR,2020-09-27 00:38:01,26.96,56.27,82.4,69,0,4.7,clear sky
370,Byron Bay,AU,2020-09-27 00:36:45,-28.65,153.62,69.01,36,0,10.29,clear sky
371,Dogondoutchi,NE,2020-09-27 00:38:02,13.64,4.03,82.89,61,82,9.48,broken clouds
372,Asopos,GR,2020-09-27 00:38:02,36.73,22.87,68.52,61,0,7.34,clear sky
373,Kavieng,PG,2020-09-27 00:38:02,-2.57,150.8,83.79,79,64,11.32,light rain
374,Totness,SR,2020-09-27 00:38:02,5.88,-56.32,79.72,83,26,7.85,scattered clouds
375,Svetlyy,RU,2020-09-27 00:38:02,54.67,20.13,64.4,77,100,13.42,overcast clouds
376,Saskylakh,RU,2020-09-27 00:38:02,71.92,114.08,36.19,80,100,13.8,overcast clouds
377,Guerrero Negro,MX,2020-09-27 00:38:03,27.98,-114.06,71.67,74,0,15.26,clear sky
378,Vikhorevka,RU,2020-09-27 00:38:03,56.12,101.16,42.8,81,75,8.95,broken clouds
379,Madimba,TZ,2020-09-27 00:38:03,-10.4,40.33,73.45,87,23,7.76,few clouds
380,Buraydah,SA,2020-09-27 00:38:03,26.33,43.98,78.8,29,0,5.82,clear sky
381,Kushmurun,KZ,2020-09-27 00:38:03,52.45,64.63,41.81,71,0,2.28,clear sky
382,Kununurra,AU,2020-09-27 00:38:04,-15.77,128.73,87.8,55,75,10.29,broken clouds
383,Matagami,CA,2020-09-27 00:38:04,49.75,-77.63,59.0,87,1,4.7,clear sky
384,Artyom,AZ,2020-09-27 00:38:04,40.47,50.33,69.8,60,36,6.93,scattered clouds
385,Lata,PT,2020-09-27 00:38:05,40.16,-8.33,64.99,94,100,5.59,overcast clouds
386,Buchanan,LR,2020-09-27 00:38:05,5.88,-10.05,75.2,100,75,2.39,broken clouds
387,Kropotkin,RU,2020-09-27 00:38:06,45.44,40.58,62.13,68,42,14.14,scattered clouds
388,Kastamonu,TR,2020-09-27 00:38:06,41.5,33.67,58.64,55,0,2.73,clear sky
389,Bonfim,BR,2020-09-27 00:38:06,3.08,-59.95,83.25,60,54,2.82,broken clouds
390,San Felipe,VE,2020-09-27 00:38:06,10.34,-68.74,73.67,92,100,2.06,overcast clouds
391,Hofn,IS,2020-09-27 00:38:07,64.25,-15.21,48.79,96,100,8.97,overcast clouds
392,Faya,SA,2020-09-27 00:33:33,18.39,42.45,66.2,27,0,4.7,clear sky
393,Rio Gallegos,AR,2020-09-27 00:38:07,-51.62,-69.22,46.4,49,75,9.17,broken clouds
394,Zakamensk,RU,2020-09-27 00:38:07,50.37,103.29,40.95,66,37,1.05,scattered clouds
395,Kruisfontein,ZA,2020-09-27 00:38:07,-34.0,24.73,48.99,75,0,1.99,clear sky
396,Teguise,ES,2020-09-27 00:38:08,29.06,-13.56,73.4,73,40,23.04,scattered clouds
397,Qasigiannguit,GL,2020-09-27 00:38:08,68.82,-51.19,32.0,97,75,6.93,broken clouds
398,Strezhevoy,RU,2020-09-27 00:38:08,60.73,77.59,41.0,93,40,4.47,scattered clouds
399,Padang,ID,2020-09-27 00:38:08,-0.95,100.35,75.09,80,100,4.94,overcast clouds
400,Brae,GB,2020-09-27 00:38:08,60.4,-1.35,44.6,81,0,13.87,clear sky
401,Acari,PE,2020-09-27 00:38:09,-15.43,-74.62,62.28,68,49,3.18,scattered clouds
402,El Carmen,CO,2020-09-27 00:38:09,8.51,-73.45,69.85,90,97,3.89,overcast clouds
403,Natchitoches,US,2020-09-27 00:34:12,31.77,-93.13,77.0,83,1,4.16,clear sky
404,Jalu,LY,2020-09-27 00:38:09,29.03,21.55,75.74,70,0,6.91,clear sky
405,Sunggal,ID,2020-09-27 00:38:09,3.58,98.62,77.4,79,77,3.24,broken clouds
406,Kutum,SD,2020-09-27 00:38:09,14.2,24.67,77.52,46,88,3.94,overcast clouds
407,Veraval,IN,2020-09-27 00:38:10,20.9,70.37,79.52,78,75,8.28,broken clouds
408,Caravelas,BR,2020-09-27 00:38:10,-17.71,-39.25,70.2,89,1,4.7,clear sky
409,Ciudad Bolivar,VE,2020-09-27 00:38:10,8.12,-63.55,79.61,80,90,6.64,overcast clouds
410,Baherden,TM,2020-09-27 00:38:10,38.44,57.43,56.82,34,6,4.09,clear sky
411,Ulvila,FI,2020-09-27 00:38:10,61.43,21.87,57.2,87,22,3.36,few clouds
412,Yamada,JP,2020-09-27 00:33:35,39.47,141.95,61.93,82,100,2.35,overcast clouds
413,Balkanabat,TM,2020-09-27 00:34:02,39.51,54.37,64.89,25,98,12.71,overcast clouds
414,Kristinehamn,SE,2020-09-27 00:38:11,59.31,14.11,55.4,93,100,16.11,overcast clouds
415,Severo-Kurilsk,RU,2020-09-27 00:33:39,50.68,156.12,51.93,63,97,6.29,overcast clouds
416,Isla Vista,US,2020-09-27 00:38:11,34.41,-119.86,79.0,39,1,11.41,clear sky
417,Pedernales,DO,2020-09-27 00:38:11,18.04,-71.74,81.97,72,80,6.49,broken clouds
418,Treinta Y Tres,UY,2020-09-27 00:38:12,-33.23,-54.38,61.07,93,100,13.67,moderate rain
419,Hervey Bay,AU,2020-09-27 00:38:12,-25.3,152.85,73.0,31,0,5.99,clear sky
420,Autun,FR,2020-09-27 00:38:12,46.95,4.3,50.0,81,100,4.7,overcast clouds
421,Rudbar,AF,2020-09-27 00:38:12,30.15,62.6,63.82,29,0,8.9,clear sky
422,Chapais,CA,2020-09-27 00:38:12,49.78,-74.85,59.0,93,90,6.93,overcast clouds
423,Maningrida,AU,2020-09-27 00:38:13,-12.07,134.27,87.28,48,100,10.98,overcast clouds
424,Saint-Augustin,CA,2020-09-27 00:38:13,51.23,-58.65,48.11,64,100,7.29,overcast clouds
425,Huarmey,PE,2020-09-27 00:38:13,-10.07,-78.15,61.48,84,25,9.6,scattered clouds
426,Norfolk,US,2020-09-27 00:34:38,42.17,-71.25,69.8,73,1,4.7,clear sky
427,Pokhara,NP,2020-09-27 00:38:13,28.23,83.98,67.03,50,0,5.12,clear sky
428,Nzega,RW,2020-09-27 00:38:14,-2.48,29.56,57.96,80,69,3.29,broken clouds
429,Algete,ES,2020-09-27 00:38:14,40.6,-3.5,62.6,67,20,17.22,few clouds
430,Numan,NG,2020-09-27 00:38:14,9.47,12.03,73.18,92,100,6.08,overcast clouds
431,Takoradi,GH,2020-09-27 00:38:15,4.88,-1.76,74.41,93,67,7.78,broken clouds
432,Trincomalee,LK,2020-09-27 00:38:15,8.57,81.23,80.33,75,89,15.08,overcast clouds
433,Garowe,SO,2020-09-27 00:38:15,8.41,48.48,74.88,71,54,14.54,broken clouds
434,Mareeba,AU,2020-09-27 00:38:15,-17.0,145.43,87.01,36,89,7.0,overcast clouds
435,Santa Ana,US,2020-09-27 00:37:12,33.75,-117.87,80.01,64,1,8.05,clear sky
436,Oga,IT,2020-09-27 00:38:15,46.46,10.35,37.99,100,40,1.12,scattered clouds
437,Codrington,AU,2020-09-27 00:33:37,-38.27,141.97,50.95,61,72,5.55,broken clouds
438,Letlhakeng,BW,2020-09-27 00:38:16,-24.09,25.03,54.16,33,0,8.46,clear sky
439,Ratnagiri,IN,2020-09-27 00:38:16,16.98,73.3,76.23,88,92,6.04,overcast clouds
440,Vila Franca Do Campo,PT,2020-09-27 00:38:16,37.72,-25.43,69.8,83,75,11.41,broken clouds
441,Mogadishu,SO,2020-09-27 00:35:55,2.04,45.34,75.94,86,32,9.46,scattered clouds
442,Rendsburg,DE,2020-09-27 00:38:17,54.3,9.67,62.6,88,75,19.46,broken clouds
443,East Foothills,US,2020-09-27 00:38:17,37.38,-121.82,82.99,42,75,11.41,broken clouds
444,Luangwa,ZM,2020-09-27 00:38:17,-15.62,30.42,71.76,28,0,2.15,clear sky
445,Jumla,NP,2020-09-27 00:38:17,29.27,82.18,51.03,54,0,4.0,clear sky
446,Torit,SS,2020-09-27 00:38:17,4.41,32.57,68.94,85,48,1.45,scattered clouds
447,Sosnovo-Ozerskoye,RU,2020-09-27 00:38:17,52.52,111.54,39.9,86,100,20.65,overcast clouds
448,Nizwa,OM,2020-09-27 00:36:07,22.93,57.53,76.39,45,0,0.54,clear sky
449,Aranda De Duero,ES,2020-09-27 00:38:18,41.67,-3.69,56.79,67,100,17.18,overcast clouds
450,Carlisle,US,2020-09-27 00:37:41,40.2,-77.19,66.0,87,100,2.51,overcast clouds
451,Tottori,JP,2020-09-27 00:38:18,35.5,134.23,71.6,68,75,18.34,shower rain
452,Kahului,US,2020-09-27 00:34:58,20.89,-156.47,87.8,48,40,16.11,scattered clouds
453,Salekhard,RU,2020-09-27 00:38:18,66.53,66.6,46.74,87,0,9.08,clear sky
454,Labuhan,ID,2020-09-27 00:38:19,-6.88,112.21,82.56,68,100,8.57,overcast clouds
