City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
455,Tinambacan,PH,2020-09-27 00:38:19,12.09,124.5,84.85,70,38,6.13,scattered clouds
456,Narodychi,UA,2020-09-27 00:38:19,51.2,29.08,66.27,51,21,16.69,few clouds
457,Mwanza,TZ,2020-09-27 00:38:19,-2.52,32.9,74.61,67,99,8.21,overcast clouds
458,Victor Harbor,AU,2020-09-27 00:38:19,-35.57,138.62,57.99,70,70,1.19,broken clouds
459,Esna,EG,2020-09-27 00:38:19,25.29,32.55,82.4,45,0,7.11,clear sky
460,Pietarsaari,FI,2020-09-27 00:38:20,63.65,22.68,51.01,100,90,6.93,fog
461,Coquimbo,CL,2020-09-27 00:38:20,-29.95,-71.34,53.6,81,0,10.29,clear sky
462,Houma,US,2020-09-27 00:38:20,29.6,-90.72,78.01,88,1,4.7,clear sky
463,Belaya Gora,RU,2020-09-27 00:38:20,68.53,146.42,48.52,48,0,11.32,clear sky
464,Thinadhoo,MV,2020-09-27 00:38:20,0.53,72.93,83.05,68,100,6.78,overcast clouds
465,Bakchar,RU,2020-09-27 00:38:21,57.02,82.07,34.05,96,0,3.38,clear sky
466,Tempio Pausania,IT,2020-09-27 00:38:21,40.9,9.1,62.6,63,20,6.93,moderate rain
467,Skjervoy,NO,2020-09-27 00:38:21,70.03,20.97,43.56,63,28,7.02,scattered clouds
468,Bud,US,2020-09-27 00:38:21,39.45,-86.18,68.0,77,1,9.17,clear sky
469,Broken Hill,AU,2020-09-27 00:38:21,-31.95,141.43,53.6,58,0,8.05,clear sky
470,Winnemucca,US,2020-09-27 00:34:33,40.97,-117.74,75.2,23,1,5.82,clear sky
471,Bubaque,GW,2020-09-27 00:38:22,11.28,-15.83,81.27,81,100,7.94,overcast clouds
472,Tadine,NC,2020-09-27 00:38:22,-21.55,167.88,78.58,75,22,7.81,few clouds
473,Tafresh,IR,2020-09-27 00:38:22,34.69,50.01,54.41,41,0,2.75,clear sky
474,Maiduguri,NG,2020-09-27 00:38:22,11.85,13.16,78.78,68,71,8.72,broken clouds
475,Pacific Grove,US,2020-09-27 00:34:35,36.62,-121.92,73.0,60,1,6.93,clear sky
476,Hasaki,JP,2020-09-27 00:38:23,35.73,140.83,68.0,93,75,5.82,light rain
477,Vicente Guerrero,MX,2020-09-27 00:38:23,19.12,-98.17,62.6,63,75,14.99,broken clouds
478,Oriximina,BR,2020-09-27 00:38:23,-1.77,-55.87,77.7,80,99,3.69,overcast clouds
479,Pitimbu,BR,2020-09-27 00:38:23,-7.47,-34.81,73.4,88,40,6.93,scattered clouds
480,Jiexiu,CN,2020-09-27 00:38:23,37.02,111.91,65.25,61,4,0.54,clear sky
481,Meadow Lake,US,2020-09-27 00:38:23,34.8,-106.54,87.8,8,75,16.11,broken clouds
482,Gisborne,NZ,2020-09-27 00:38:24,-38.65,178.0,64.0,74,100,10.0,overcast clouds
483,Makakilo City,US,2020-09-27 00:38:24,21.35,-158.09,89.6,66,90,11.41,overcast clouds
484,Sao Joao Do Piaui,BR,2020-09-27 00:38:24,-8.36,-42.25,77.67,39,91,3.85,overcast clouds
485,Vardo,NO,2020-09-27 00:38:24,70.37,31.11,41.99,67,15,12.84,few clouds
486,Jatiroto,ID,2020-09-27 00:38:25,-7.88,111.12,78.8,78,99,6.93,overcast clouds
487,Cozumel,MX,2020-09-27 00:36:51,20.51,-86.95,82.4,88,75,3.36,broken clouds
488,Port Augusta,AU,2020-09-27 00:38:25,-32.5,137.77,57.99,50,0,10.29,clear sky
489,Grand Forks,US,2020-09-27 00:36:44,47.93,-97.03,68.0,32,75,12.75,broken clouds
490,Chicama,PE,2020-09-27 00:38:25,-7.84,-79.15,62.83,79,57,6.55,broken clouds
491,Teixoso,PT,2020-09-27 00:38:25,40.31,-7.46,59.0,89,100,1.01,overcast clouds
492,Itarema,BR,2020-09-27 00:38:25,-2.92,-39.92,77.47,81,17,16.51,few clouds
493,Bandar,ID,2020-09-27 00:38:26,2.05,99.75,75.24,87,100,0.81,overcast clouds
494,Nagornyy,RU,2020-09-27 00:38:26,52.8,83.55,33.8,86,22,8.95,few clouds
495,Mogadouro,PT,2020-09-27 00:38:26,41.34,-6.71,55.0,89,98,7.0,overcast clouds
496,Joroan,PH,2020-09-27 00:38:26,13.49,123.62,86.25,67,100,2.26,overcast clouds
497,Constitucion,CL,2020-09-27 00:38:26,-35.33,-72.42,48.94,79,0,8.66,clear sky
498,Kilosa,TZ,2020-09-27 00:38:27,-6.83,36.98,68.38,83,80,3.58,broken clouds
499,Mackay,AU,2020-09-27 00:38:27,-21.15,149.2,80.01,69,32,17.22,scattered clouds
500,Erzincan,TR,2020-09-27 00:38:27,39.75,39.5,53.6,93,0,1.12,clear sky
501,Tikapur,NP,2020-09-27 00:38:27,28.5,81.13,78.01,93,0,2.53,clear sky
502,Port Macquarie,AU,2020-09-27 00:38:27,-31.43,152.92,66.0,30,0,1.99,clear sky
503,Xuddur,SO,2020-09-27 00:38:27,4.12,43.89,70.97,77,31,11.21,scattered clouds
504,Sibolga,ID,2020-09-27 00:38:28,1.74,98.78,75.34,80,86,1.43,overcast clouds
505,Kampong Cham,KH,2020-09-27 00:37:12,11.99,105.46,79.25,83,100,2.39,overcast clouds
506,Concordia,AR,2020-09-27 00:38:28,-31.39,-58.02,70.0,75,100,7.0,overcast clouds
507,Buenos Aires,AR,2020-09-27 00:38:09,-34.61,-58.38,62.6,93,75,12.75,broken clouds
508,Komsomolskiy,UZ,2020-09-27 00:38:28,40.43,71.72,59.0,51,72,2.24,broken clouds
509,Capuluan,PH,2020-09-27 00:38:28,13.81,122.52,85.91,72,100,4.41,overcast clouds
510,Bara,NG,2020-09-27 00:38:29,10.37,10.73,71.6,93,100,8.12,light rain
511,San Juan,AR,2020-09-27 00:38:29,-31.54,-68.54,59.7,36,0,7.56,clear sky
512,Chama,CH,2020-09-27 00:38:29,47.18,8.46,48.2,61,90,12.75,overcast clouds
513,Belyy Yar,RU,2020-09-27 00:38:29,53.6,91.39,32.0,81,40,2.39,scattered clouds
514,Pizarro,CO,2020-09-27 00:38:30,4.95,-77.37,77.65,86,100,4.25,overcast clouds
515,Coari,BR,2020-09-27 00:36:39,-4.08,-63.14,74.46,93,69,2.24,broken clouds
516,Tucupita,VE,2020-09-27 00:38:30,9.06,-62.05,76.17,90,100,3.02,overcast clouds
517,Suruc,TR,2020-09-27 00:38:30,36.98,38.42,69.8,60,0,8.05,clear sky
518,Dubai,AE,2020-09-27 00:34:45,25.26,55.3,86.0,70,0,3.36,clear sky
519,Aras,ES,2020-09-27 00:38:30,42.56,-2.36,57.2,76,75,12.75,light rain
520,Otane,NZ,2020-09-27 00:38:30,-39.88,176.63,68.86,40,57,15.17,broken clouds
521,Benghazi,LY,2020-09-27 00:38:31,32.12,20.07,75.09,74,24,11.36,few clouds
522,Parabel,RU,2020-09-27 00:38:31,58.7,81.48,35.56,92,0,5.35,clear sky
523,Mazagao,BR,2020-09-27 00:38:31,-0.12,-51.29,84.2,74,57,13.87,broken clouds
524,Corinto,GR,2020-09-27 00:38:31,37.94,22.96,66.0,41,7,1.01,clear sky
525,Qom,IR,2020-09-27 00:38:31,34.64,50.88,69.84,22,0,8.39,clear sky
526,Nouakchott,MR,2020-09-27 00:38:32,18.09,-15.98,84.2,89,0,8.05,clear sky
527,Meulaboh,ID,2020-09-27 00:38:32,4.14,96.13,78.33,79,14,4.0,few clouds
528,San Cristobal,VE,2020-09-27 00:38:32,7.77,-72.22,84.2,66,40,11.41,thunderstorm
529,Kalamare,BW,2020-09-27 00:38:32,-22.93,26.57,59.56,27,0,6.04,clear sky
530,Tura,IN,2020-09-27 00:38:32,25.52,90.22,74.14,98,100,5.44,overcast clouds
531,Sinnamary,GF,2020-09-27 00:38:32,5.38,-52.95,79.14,83,0,9.62,clear sky
532,Hope,US,2020-09-27 00:38:33,33.67,-93.59,73.99,73,0,3.87,clear sky
533,Vavozh,RU,2020-09-27 00:38:33,56.78,51.93,46.74,81,100,3.58,overcast clouds
534,Hitoyoshi,JP,2020-09-27 00:38:33,32.22,130.75,73.0,77,20,8.05,few clouds
535,Dakar,SN,2020-09-27 00:34:17,14.69,-17.44,75.2,100,5,11.36,clear sky
536,Anadyr,RU,2020-09-27 00:33:47,64.75,177.48,39.2,55,20,6.71,few clouds
537,Nara,JP,2020-09-27 00:38:33,34.69,135.8,75.2,64,75,8.05,broken clouds
538,Zheshart,RU,2020-09-27 00:38:34,62.07,49.57,47.26,96,29,4.97,scattered clouds
539,Pekan,MY,2020-09-27 00:38:34,3.48,103.4,77.0,83,20,2.24,few clouds
540,Opuwo,NA,2020-09-27 00:38:34,-18.06,13.84,59.27,34,0,5.37,clear sky
541,Nova Olimpia,BR,2020-09-27 00:38:34,-14.8,-57.29,82.85,57,60,8.41,broken clouds
542,Taganak,PH,2020-09-27 00:38:35,6.08,118.3,82.4,83,20,4.7,few clouds
543,Lasa,IT,2020-09-27 00:38:35,46.62,10.7,37.99,65,40,3.36,scattered clouds
544,Pochutla,MX,2020-09-27 00:38:35,15.74,-96.47,80.6,78,90,1.01,overcast clouds
545,Peniche,PT,2020-09-27 00:38:35,39.36,-9.38,64.0,90,100,8.99,overcast clouds
546,Niksic,ME,2020-09-27 00:38:36,42.77,18.94,55.4,93,40,3.36,scattered clouds
547,Mehamn,NO,2020-09-27 00:38:36,71.04,27.85,40.6,70,0,16.06,clear sky
548,Hobyo,SO,2020-09-27 00:38:36,5.35,48.53,77.0,85,92,19.93,overcast clouds
549,Vestmanna,FO,2020-09-27 00:38:36,62.16,-7.17,44.6,87,100,11.41,overcast clouds
550,Nenjiang,CN,2020-09-27 00:38:36,49.18,125.22,61.83,78,100,17.6,overcast clouds
551,Isangel,VU,2020-09-27 00:38:37,-19.55,169.27,82.4,74,75,9.17,broken clouds
552,Vanderhoof,CA,2020-09-27 00:38:37,54.02,-124.02,52.84,52,0,8.63,clear sky
553,Xingyi,CN,2020-09-27 00:38:37,24.19,102.82,61.59,97,100,2.93,overcast clouds
554,Karratha,AU,2020-09-27 00:38:06,-20.74,116.85,81.39,23,0,5.64,clear sky
555,Zhigansk,RU,2020-09-27 00:38:37,66.77,123.37,44.91,81,82,4.07,broken clouds
556,Pafos,CY,2020-09-27 00:38:38,34.77,32.42,68.0,72,0,6.93,clear sky
557,Portlethen,GB,2020-09-27 00:38:38,57.05,-2.13,46.4,75,90,13.87,overcast clouds
558,Piet Retief,ZA,2020-09-27 00:38:38,-27.01,30.81,54.77,88,100,5.28,overcast clouds
559,Hualmay,PE,2020-09-27 00:38:39,-11.1,-77.61,60.82,84,36,9.95,scattered clouds
560,Luchenza,MW,2020-09-27 00:38:39,-16.01,35.31,72.99,35,0,9.57,clear sky
561,Nioki,CD,2020-09-27 00:38:39,-2.72,17.68,72.41,94,100,1.68,heavy intensity rain
562,Sao Filipe,CV,2020-09-27 00:38:39,14.9,-24.5,81.34,82,70,7.74,broken clouds
563,Esmeraldas,BR,2020-09-27 00:38:39,-19.76,-44.31,75.2,44,0,10.29,clear sky
564,Prince Rupert,CA,2020-09-27 00:38:40,54.32,-130.32,55.4,76,1,4.7,clear sky
565,Adre,TD,2020-09-27 00:38:40,13.47,22.2,74.77,64,100,4.09,overcast clouds
566,Itamaraca,BR,2020-09-27 00:38:40,-7.75,-34.83,78.8,74,40,11.41,scattered clouds
567,Harnoli,PK,2020-09-27 00:38:40,32.28,71.55,78.96,30,0,9.1,clear sky
568,Ust-Nera,RU,2020-09-27 00:38:41,64.57,143.2,46.65,51,100,5.55,overcast clouds
569,Biograd Na Moru,HR,2020-09-27 00:38:41,43.94,15.45,53.01,87,20,6.93,few clouds
570,Gavrilov Posad,RU,2020-09-27 00:38:41,56.56,40.12,50.7,78,0,7.63,clear sky
571,Douentza,ML,2020-09-27 00:38:41,15.0,-2.95,84.25,51,100,5.88,overcast clouds
572,Roebourne,AU,2020-09-27 00:38:42,-20.78,117.13,81.88,24,0,7.83,clear sky
573,Ponta Delgada,PT,2020-09-27 00:38:42,37.73,-25.67,69.8,83,75,11.41,broken clouds
574,Sao Gotardo,BR,2020-09-27 00:38:42,-19.31,-46.05,68.0,63,0,2.06,clear sky
575,Charlottesville,US,2020-09-27 00:38:44,38.03,-78.48,68.0,88,75,2.42,broken clouds
576,Cabedelo,BR,2020-09-27 00:38:44,-6.98,-34.83,73.4,88,40,6.93,scattered clouds
577,Caete,BR,2020-09-27 00:38:44,-19.88,-43.67,75.2,46,0,3.36,clear sky
578,Stavern,NO,2020-09-27 00:38:44,59.0,10.03,51.01,100,100,17.22,overcast clouds
579,Rundu,NA,2020-09-27 00:38:45,-17.93,19.77,66.69,25,0,2.82,clear sky
580,Caronport,CA,2020-09-27 00:38:45,50.45,-105.82,52.0,87,100,15.99,overcast clouds
581,Maldonado,UY,2020-09-27 00:38:45,-34.67,-54.92,62.6,88,90,4.7,overcast clouds
582,Potiskum,NG,2020-09-27 00:38:45,11.71,11.07,74.97,80,85,14.74,overcast clouds
583,Ilorin,NG,2020-09-27 00:38:46,8.5,4.55,71.74,86,100,3.94,overcast clouds
584,Tulsipur,NP,2020-09-27 00:38:46,28.13,82.3,78.01,93,0,3.06,clear sky
585,Bodden Town,KY,2020-09-27 00:38:46,19.28,-81.25,87.01,83,40,4.7,thunderstorm
586,Nanakuli,US,2020-09-27 00:36:20,21.39,-158.15,89.6,66,90,11.41,overcast clouds
587,Ongandjera,NA,2020-09-27 00:38:47,-17.88,15.07,64.53,27,0,11.83,clear sky
588,Anamur,TR,2020-09-27 00:38:47,36.08,32.84,69.8,94,0,5.82,clear sky
589,Vao,NC,2020-09-27 00:38:47,-22.67,167.48,73.78,84,0,6.73,clear sky
590,Tornio,FI,2020-09-27 00:38:47,65.85,24.15,44.6,93,75,11.41,broken clouds
591,Guilin,CN,2020-09-27 00:34:10,25.28,110.29,66.2,100,90,2.24,mist
592,Nortelandia,BR,2020-09-27 00:38:48,-14.45,-56.8,80.55,56,58,4.56,broken clouds
593,Yining,CN,2020-09-27 00:38:48,29.04,114.56,63.68,88,100,1.05,overcast clouds
594,Dunedin,NZ,2020-09-27 00:38:21,-45.87,170.5,48.0,69,100,24.0,overcast clouds
595,Pangnirtung,CA,2020-09-27 00:38:48,66.15,-65.71,33.08,88,87,3.47,overcast clouds
596,Aykhal,RU,2020-09-27 00:38:48,66.0,111.5,30.2,100,90,8.95,fog
597,De-Kastri,RU,2020-09-27 00:38:49,51.47,140.78,56.8,79,100,4.72,overcast clouds
598,Rocha,UY,2020-09-27 00:38:49,-34.48,-54.33,59.94,97,100,7.38,overcast clouds
599,Beppu,JP,2020-09-27 00:38:49,33.27,131.49,75.2,57,40,12.75,scattered clouds
600,Riyadh,SA,2020-09-27 00:38:49,24.69,46.72,78.8,29,0,2.24,clear sky
601,Alihe,CN,2020-09-27 00:38:50,50.57,123.72,61.39,78,41,6.64,scattered clouds
602,Nisia Floresta,BR,2020-09-27 00:38:50,-6.09,-35.21,77.0,78,0,11.41,clear sky
603,Shenjiamen,CN,2020-09-27 00:38:50,29.96,122.3,73.38,70,55,7.7,broken clouds
604,Talavera,PH,2020-09-27 00:38:50,15.62,120.93,80.6,88,75,2.24,broken clouds
605,Gurupi,BR,2020-09-27 00:37:57,-11.73,-49.07,80.83,48,10,6.06,clear sky
606,Santiago Del Estero,AR,2020-09-27 00:38:50,-27.8,-64.26,81.19,36,35,18.25,scattered clouds
607,Samarai,PG,2020-09-27 00:38:51,-10.62,150.67,80.01,85,64,14.83,broken clouds
608,Vitim,RU,2020-09-27 00:38:51,59.45,112.56,44.64,78,100,8.19,overcast clouds
609,Bocaiuva,BR,2020-09-27 00:38:51,-17.11,-43.81,78.8,29,0,9.17,clear sky
610,South Lake Tahoe,US,2020-09-27 00:38:51,38.93,-119.98,75.99,27,1,4.7,clear sky
611,Egvekinot,RU,2020-09-27 00:38:51,66.32,-179.17,33.17,78,0,3.58,clear sky
612,Formosa Do Rio Preto,BR,2020-09-27 00:38:52,-11.05,-45.19,75.27,40,0,3.98,clear sky
613,Vila Velha,BR,2020-09-27 00:37:14,-20.33,-40.29,78.01,83,0,13.87,clear sky
614,Taltal,CL,2020-09-27 00:38:52,-25.4,-70.48,54.97,76,0,4.61,clear sky
615,Todos Santos,MX,2020-09-27 00:38:52,23.45,-110.22,84.0,76,3,1.99,clear sky
616,Yarmouth,US,2020-09-27 00:35:53,41.71,-70.23,64.99,93,90,4.7,overcast clouds
617,Stockelsdorf,DE,2020-09-27 00:38:53,53.89,10.63,54.0,90,95,3.0,overcast clouds
618,Altay,CN,2020-09-27 00:38:53,47.87,88.12,38.23,70,0,1.86,clear sky
619,Springbok,ZA,2020-09-27 00:38:53,-29.66,17.89,35.62,94,0,1.54,clear sky
620,Palmer,US,2020-09-27 00:38:53,42.16,-72.33,68.0,77,75,3.36,broken clouds
621,Lamar,US,2020-09-27 00:38:53,33.67,-95.58,73.4,78,40,11.41,scattered clouds
622,Toora-Khem,RU,2020-09-27 00:38:54,52.47,96.11,33.53,89,100,1.63,overcast clouds
623,Caraballeda,VE,2020-09-27 00:38:54,10.61,-66.85,73.99,76,82,5.73,broken clouds
624,Mahon,ES,2020-09-27 00:38:54,39.89,4.27,69.8,56,73,21.92,broken clouds
625,Werda,BW,2020-09-27 00:38:54,-25.27,23.28,51.82,38,0,7.67,clear sky
626,Matara,LK,2020-09-27 00:38:55,5.95,80.54,77.49,89,22,5.59,few clouds
627,Fuling,CN,2020-09-27 00:38:55,29.7,107.39,65.66,80,93,1.81,overcast clouds
628,Kenai,US,2020-09-27 00:38:55,60.55,-151.26,51.8,87,90,3.36,light rain
629,Taft,IR,2020-09-27 00:38:55,31.75,54.21,68.0,18,0,6.93,clear sky
630,Maumere,ID,2020-09-27 00:38:55,-8.62,122.21,83.48,71,97,4.59,overcast clouds
631,Pandan,PH,2020-09-27 00:38:56,14.05,124.17,86.36,68,100,0.76,overcast clouds
632,Mahajanga,MG,2020-09-27 00:38:56,-15.72,46.32,69.8,94,29,2.24,scattered clouds
633,Lulea,SE,2020-09-27 00:38:56,65.58,22.15,42.8,75,99,10.29,overcast clouds
634,Marawi,PH,2020-09-27 00:38:56,8.0,124.29,81.0,77,0,1.01,clear sky
635,Baia De Aries,RO,2020-09-27 00:38:56,46.38,23.28,53.6,93,20,4.7,few clouds
636,Muroto,JP,2020-09-27 00:38:57,33.28,134.15,77.0,57,20,17.22,few clouds
637,Gondanglegi,ID,2020-09-27 00:38:57,-7.75,112.01,83.97,58,99,15.86,overcast clouds
638,Port Hardy,CA,2020-09-27 00:38:57,50.7,-127.42,55.4,87,40,3.36,shower rain
639,Carutapera,BR,2020-09-27 00:38:57,-1.2,-46.02,77.29,81,100,6.58,overcast clouds
640,Ponca City,US,2020-09-27 00:38:58,36.71,-97.09,84.2,48,1,9.17,clear sky
641,Tokur,RU,2020-09-27 00:38:58,53.13,132.9,51.66,77,100,4.14,overcast clouds
642,Saint Anthony,US,2020-09-27 00:37:37,45.02,-93.22,66.2,93,90,10.29,mist
643,Bollnas,SE,2020-09-27 00:38:58,61.35,16.39,51.98,92,100,8.79,overcast clouds
644,Pihani,IN,2020-09-27 00:38:58,27.63,80.2,76.19,65,23,1.52,few clouds
645,Tocopilla,CL,2020-09-27 00:38:59,-22.09,-70.2,61.32,62,18,9.28,few clouds
646,Ntungamo,UG,2020-09-27 00:38:59,-0.88,29.65,63.25,87,74,2.24,broken clouds
647,Berlevag,NO,2020-09-27 00:38:59,70.86,29.09,41.47,68,0,15.17,clear sky
648,Lingao,CN,2020-09-27 00:38:59,19.91,109.69,83.32,81,100,9.26,light rain
649,Nalut,LY,2020-09-27 00:38:59,30.33,10.85,69.62,69,31,9.1,scattered clouds
650,Iringa,TZ,2020-09-27 00:39:00,-7.77,35.7,54.16,90,89,2.95,overcast clouds
651,Barahona,DO,2020-09-27 00:39:00,18.21,-71.1,81.03,73,96,5.06,overcast clouds
652,Nizhniy Kuranakh,RU,2020-09-27 00:39:00,58.84,125.49,59.63,52,100,11.59,overcast clouds
653,Laurel,US,2020-09-27 00:39:00,39.1,-76.85,69.01,94,75,1.43,broken clouds
654,Gimli,CA,2020-09-27 00:39:01,50.63,-96.99,66.99,90,11,6.8,few clouds
655,Santa Cruz,BO,2020-09-27 00:34:55,-17.8,-63.17,84.2,66,0,11.41,clear sky
656,Luchegorsk,RU,2020-09-27 00:39:01,46.48,134.26,59.0,62,0,2.08,clear sky
657,Saint Marys,US,2020-09-27 00:38:31,30.73,-81.55,78.8,88,40,4.7,scattered clouds
658,Whitefish,US,2020-09-27 00:36:52,48.41,-114.34,55.4,43,1,14.99,clear sky
659,Causapscal,CA,2020-09-27 00:39:07,48.35,-67.23,61.07,87,95,8.57,overcast clouds
660,Wanning,CN,2020-09-27 00:39:09,18.8,110.4,84.56,77,100,3.6,overcast clouds
661,Pula,HR,2020-09-27 00:39:09,44.87,13.85,55.0,81,75,18.34,heavy intensity rain
662,Lentekhi,GE,2020-09-27 00:39:09,42.79,42.73,56.93,60,0,5.5,clear sky
663,Aksay,RU,2020-09-27 00:39:09,47.26,39.87,60.8,48,93,20.13,overcast clouds
664,Bukachacha,RU,2020-09-27 00:39:10,52.98,116.92,40.05,84,100,10.78,overcast clouds
665,Aix-En-Provence,FR,2020-09-27 00:39:10,43.53,5.45,51.8,66,1,18.34,clear sky
666,Hovd,MN,2020-09-27 00:39:10,48.01,91.64,39.24,65,80,2.17,broken clouds
667,Daru,PG,2020-09-27 00:39:10,-9.08,143.21,82.24,70,30,14.18,scattered clouds
668,Paita,PE,2020-09-27 00:39:11,-5.09,-81.11,62.82,82,0,11.79,clear sky
669,Pangkalanbuun,ID,2020-09-27 00:37:11,-2.68,111.62,81.43,78,100,1.28,overcast clouds
670,Vakhrushev,RU,2020-09-27 00:39:11,48.98,142.97,52.41,74,100,15.01,overcast clouds
671,Colares,PT,2020-09-27 00:39:12,38.8,-9.45,66.0,92,16,20.8,few clouds
672,Henties Bay,NA,2020-09-27 00:39:12,-22.12,14.28,51.01,87,0,12.46,clear sky
673,Iskateley,RU,2020-09-27 00:39:12,67.68,53.15,47.41,90,97,3.06,overcast clouds
674,Ixtapa,MX,2020-09-27 00:39:07,20.7,-105.2,86.0,74,90,5.82,overcast clouds
675,Noumea,NC,2020-09-27 00:34:45,-22.28,166.46,82.0,73,90,11.41,overcast clouds
676,Tabriz,IR,2020-09-27 00:39:13,38.08,46.29,62.6,59,0,9.17,clear sky
677,Katherine,AU,2020-09-27 00:39:13,-14.47,132.27,87.8,52,90,5.82,overcast clouds
678,Ordu,TR,2020-09-27 00:39:13,40.91,37.68,66.2,100,0,1.12,clear sky
679,Makat,KZ,2020-09-27 00:39:13,47.65,53.35,51.82,44,0,11.61,clear sky
680,Uvat,RU,2020-09-27 00:39:14,59.14,68.9,46.45,93,86,4.61,overcast clouds
681,Prado,BR,2020-09-27 00:39:14,-17.34,-39.22,71.2,88,6,6.08,clear sky
682,Talas,TR,2020-09-27 00:39:14,38.69,35.55,50.0,76,0,1.12,clear sky
683,Te Anau,NZ,2020-09-27 00:39:14,-45.42,167.72,43.03,78,77,10.38,light rain
